,Day,sigma_p,sigma_n
1449,2022-07-13,-1.0,-1.0
1450,2022-07-14,-1.0,-1.0
1451,2022-07-15,-1.0,-1.0
1452,2022-07-16,-1.0,-1.0
1453,2022-07-17,-1.0,-1.0
1454,2022-07-18,-1.0,-1.0
1455,2022-07-19,-1.0,-1.0
1456,2022-07-20,-0.6899744811276125,-0.3100255188723875
1457,2022-07-21,-1.0,-0.999157799117863
1458,2022-07-22,-1.0,-1.0
1459,2022-07-23,-1.0,-1.0
1460,2022-07-24,-1.0,-1.0
1461,2022-07-25,-1.0,-1.0
1462,2022-07-26,-1.0,-1.0
1463,2022-07-27,-1.0,-1.0
1464,2022-07-28,-1.0,-1.0
1465,2022-07-29,-1.0,-1.0
1466,2022-07-30,-1.0,-1.0
1467,2022-07-31,-1.0,-1.0
1468,2022-08-01,-1.0,-1.0
1469,2022-08-02,-1.0,-1.0
1470,2022-08-03,-1.0,-1.0
1471,2022-08-04,-1.0,-1.0
1472,2022-08-05,-1.0,-1.0
1473,2022-08-06,-1.0,-1.0
1474,2022-08-07,-1.0,-1.0
1475,2022-08-08,-1.0,-1.0
1476,2022-08-09,-1.0,-1.0
1477,2022-08-10,-1.0,-1.0
1478,2022-08-11,-1.0,-1.0
1479,2022-08-12,-1.0,-1.0
1480,2022-08-13,-1.0,-1.0
1481,2022-08-14,-1.0,-1.0
1482,2022-08-15,-1.0,-1.0
1483,2022-08-16,-1.0,-1.0
1484,2022-08-17,-1.0,-1.0
1485,2022-08-18,-1.0,-1.0
1486,2022-08-19,-1.0,-1.0
1487,2022-08-20,-1.0,-1.0
1488,2022-08-21,-1.0,-1.0
1489,2022-08-22,-1.0,-1.0
1490,2022-08-23,-1.0,-1.0
1491,2022-08-24,-1.0,-1.0
1492,2022-08-25,-1.0,-1.0
1493,2022-08-26,-1.0,-1.0
1494,2022-08-27,-1.0,-1.0
1495,2022-08-28,-1.0,-1.0
1496,2022-08-29,-1.0,-1.0
1497,2022-08-30,-1.0,-1.0
1498,2022-08-31,-1.0,-1.0
1499,2022-09-01,-1.0,-1.0
1500,2022-09-02,-1.0,-1.0
1501,2022-09-03,-1.0,-1.0
1502,2022-09-04,-1.0,-1.0
1503,2022-09-05,-1.0,-1.0
1504,2022-09-06,-1.0,-1.0
1505,2022-09-07,-1.0,-1.0
1506,2022-09-08,-1.0,-1.0
1507,2022-09-09,-1.0,-1.0
1508,2022-09-10,-1.0,-1.0
1509,2022-09-11,-1.0,-1.0
1510,2022-09-12,-1.0,-1.0
1511,2022-09-13,-1.0,-1.0
1512,2022-09-14,-1.0,-1.0
1513,2022-09-15,-1.0,-1.0
1514,2022-09-16,-1.0,-1.0
1515,2022-09-17,-1.0,-1.0
1516,2022-09-18,-1.0,-1.0
1517,2022-09-19,-1.0,-1.0
1518,2022-09-20,-1.0,-1.0
1519,2022-09-21,-1.0,-1.0
1520,2022-09-22,-1.0,-1.0
1521,2022-09-23,-1.0,-1.0
1522,2022-09-24,-1.0,-1.0
1523,2022-09-25,-1.0,-1.0
1524,2022-09-26,-1.0,-1.0
1525,2022-09-27,-1.0,-1.0
1526,2022-09-28,-1.0,-1.0
1527,2022-09-29,-1.0,-1.0
1528,2022-09-30,-1.0,-1.0
1529,2022-10-01,-1.0,-1.0
1530,2022-10-02,-1.0,-1.0
1531,2022-10-03,-1.0,-1.0
1532,2022-10-04,-1.0,-1.0
1533,2022-10-05,-1.0,-1.0
1534,2022-10-06,-1.0,-1.0
1535,2022-10-07,-1.0,-1.0
1536,2022-10-08,-1.0,-1.0
1537,2022-10-09,-1.0,-1.0
1538,2022-10-10,-1.0,-1.0
1539,2022-10-11,-1.0,-1.0
1540,2022-10-12,-1.0,-1.0
1541,2022-10-13,-1.0,-1.0
1542,2022-10-14,-1.0,-1.0
1543,2022-10-15,-1.0,-1.0
1544,2022-10-16,-1.0,-1.0
1545,2022-10-17,-1.0,-1.0
1546,2022-10-18,-1.0,-1.0
1547,2022-10-19,-1.0,-1.0
1548,2022-10-20,-1.0,-1.0
1549,2022-10-21,-1.0,-1.0
1550,2022-10-22,-1.0,-1.0
1551,2022-10-23,-1.0,-1.0
1552,2022-10-24,-1.0,-1.0
1553,2022-10-25,-1.0,-1.0
1554,2022-10-26,-1.0,-1.0
1555,2022-10-27,-1.0,-1.0
1556,2022-10-28,-1.0,-1.0
1557,2022-10-29,-1.0,-1.0
1558,2022-10-30,-1.0,-1.0
1559,2022-10-31,-1.0,-1.0
1560,2022-11-01,-1.0,-1.0
1561,2022-11-02,-1.0,-1.0
1562,2022-11-03,-1.0,-1.0
1563,2022-11-04,-1.0,-1.0
1564,2022-11-05,-1.0,-1.0
1565,2022-11-06,-1.0,-1.0
1566,2022-11-07,-1.0,-1.0
1567,2022-11-08,-1.0,-1.0
1568,2022-11-09,-1.0,-1.0
1569,2022-11-10,-1.0,-1.0
1570,2022-11-11,-1.0,-1.0
1571,2022-11-12,-1.0,-1.0
1572,2022-11-13,-1.0,-1.0
1573,2022-11-14,-1.0,-1.0
1574,2022-11-15,-1.0,-1.0
1575,2022-11-16,-1.0,-1.0
1576,2022-11-17,-1.0,-1.0
1577,2022-11-18,-1.0,-1.0
1578,2022-11-19,-1.0,-1.0
1579,2022-11-20,-1.0,-1.0
1580,2022-11-21,-1.0,-1.0
1581,2022-11-22,-1.0,-1.0
1582,2022-11-23,-1.0,-1.0
1583,2022-11-24,-1.0,-1.0
1584,2022-11-25,-1.0,-1.0
1585,2022-11-26,-1.0,-1.0
1586,2022-11-27,-1.0,-1.0
1587,2022-11-28,-1.0,-1.0
1588,2022-11-29,-1.0,-1.0
1589,2022-11-30,-1.0,-1.0
1590,2022-12-01,-1.0,-1.0
1591,2022-12-02,-1.0,-1.0
1592,2022-12-03,-1.0,-1.0
1593,2022-12-04,-1.0,-1.0
1594,2022-12-05,-1.0,-1.0
1595,2022-12-06,-1.0,-1.0
1596,2022-12-07,-1.0,-1.0
1597,2022-12-08,-1.0,-1.0
1598,2022-12-09,-1.0,-1.0
1599,2022-12-10,-1.0,-1.0
1600,2022-12-11,-1.0,-1.0
1601,2022-12-12,-1.0,-1.0
1602,2022-12-13,-1.0,-1.0
1603,2022-12-14,-1.0,-1.0
1604,2022-12-15,-1.0,-1.0
1605,2022-12-16,-1.0,-1.0
1606,2022-12-17,-1.0,-1.0
1607,2022-12-18,-1.0,-1.0
1608,2022-12-19,-1.0,-1.0
1609,2022-12-20,-1.0,-1.0
1610,2022-12-21,-1.0,-1.0
1611,2022-12-22,-1.0,-1.0
1612,2022-12-23,-1.0,-1.0
1613,2022-12-24,-1.0,-1.0
1614,2022-12-25,-1.0,-1.0
1615,2022-12-26,-1.0,-1.0
1616,2022-12-27,-1.0,-1.0
1617,2022-12-28,-1.0,-1.0
1618,2022-12-29,-1.0,-1.0
1619,2022-12-30,-1.0,-1.0
1620,2022-12-31,-1.0,-1.0
1621,2023-01-01,-1.0,-1.0
1622,2023-01-02,-1.0,-1.0
1623,2023-01-03,-1.0,-1.0
1624,2023-01-04,-1.0,-1.0
1625,2023-01-05,-1.0,-1.0
1626,2023-01-06,-1.0,-1.0
1627,2023-01-07,-1.0,-1.0
1628,2023-01-08,-1.0,-1.0
1629,2023-01-09,-1.0,-1.0
1630,2023-01-10,-1.0,-1.0
1631,2023-01-11,-1.0,-1.0
1632,2023-01-12,-1.0,-1.0
1633,2023-01-13,-1.0,-1.0
1634,2023-01-14,-1.0,-1.0
1635,2023-01-15,-1.0,-1.0
1636,2023-01-16,-1.0,-1.0
1637,2023-01-17,-1.0,-1.0
1638,2023-01-18,-1.0,-1.0
1639,2023-01-19,-1.0,-1.0
1640,2023-01-20,-1.0,-1.0
1641,2023-01-21,-1.0,-1.0
1642,2023-01-22,-1.0,-1.0
1643,2023-01-23,-1.0,-1.0
1644,2023-01-24,-1.0,-1.0
1645,2023-01-25,-1.0,-1.0
1646,2023-01-26,-1.0,-1.0
1647,2023-01-27,-1.0,-1.0
1648,2023-01-28,-1.0,-1.0
1649,2023-01-29,-1.0,-1.0
1650,2023-01-30,-1.0,-1.0
1651,2023-01-31,-1.0,-1.0
1652,2023-02-01,-1.0,-1.0
1653,2023-02-02,-1.0,-1.0
1654,2023-02-03,-1.0,-1.0
1655,2023-02-04,-1.0,-1.0
1656,2023-02-05,-1.0,-1.0
1657,2023-02-06,-1.0,-1.0
1658,2023-02-07,-1.0,-1.0
1659,2023-02-08,-1.0,-1.0
1660,2023-02-09,-1.0,-1.0
1661,2023-02-10,-1.0,-1.0
1662,2023-02-11,-1.0,-1.0
1663,2023-02-12,-1.0,-1.0
1664,2023-02-13,-1.0,-1.0
1665,2023-02-14,-1.0,-1.0
1666,2023-02-15,-1.0,-1.0
1667,2023-02-16,-1.0,-1.0
1668,2023-02-17,-1.0,-1.0
1669,2023-02-18,-1.0,-1.0
1670,2023-02-19,-1.0,-1.0
1671,2023-02-20,-1.0,-1.0
1672,2023-02-21,-1.0,-1.0
1673,2023-02-22,-1.0,-1.0
1674,2023-02-23,-1.0,-1.0
1675,2023-02-24,-1.0,-1.0
1676,2023-02-25,-1.0,-1.0
1677,2023-02-26,-1.0,-1.0
1678,2023-02-27,-1.0,-1.0
1679,2023-02-28,-1.0,-1.0
1680,2023-03-01,-1.0,-1.0
1681,2023-03-02,-1.0,-1.0
1682,2023-03-03,-1.0,-1.0
1683,2023-03-04,-1.0,-1.0
1684,2023-03-05,-1.0,-1.0
1685,2023-03-06,-1.0,-1.0
1686,2023-03-07,-1.0,-1.0
1687,2023-03-08,-1.0,-1.0
1688,2023-03-09,-1.0,-1.0
1689,2023-03-10,-1.0,-1.0
1690,2023-03-11,-1.0,-1.0
1691,2023-03-12,-1.0,-1.0
1692,2023-03-13,-1.0,-1.0
1693,2023-03-14,-1.0,-1.0
1694,2023-03-15,-1.0,-1.0
1695,2023-03-16,-1.0,-1.0
1696,2023-03-17,-1.0,-1.0
1697,2023-03-18,-1.0,-1.0
1698,2023-03-19,-1.0,-1.0
1699,2023-03-20,-1.0,-1.0
1700,2023-03-21,-1.0,-1.0
1701,2023-03-22,-1.0,-1.0
1702,2023-03-23,-1.0,-1.0
1703,2023-03-24,-1.0,-1.0
1704,2023-03-25,-1.0,-1.0
1705,2023-03-26,-1.0,-1.0
1706,2023-03-27,-1.0,-1.0
1707,2023-03-28,-1.0,-1.0
1708,2023-03-29,-1.0,-1.0
1709,2023-03-30,-1.0,-1.0
1710,2023-03-31,-1.0,-1.0
